companey_name,address,companey_category,contact,website,detail_url,latitude,longitude,img_src,rating,reviews_count
Silver Spoon Chinese Restaurant,"N Hossain Complex, 1st Floor, 416 Police Line Rd, Barishal",Restaurant,01726-734555,tel:01726734555,"https://www.google.com/maps/place/Silver+Spoon+Chinese+Restaurant/@22.6967851,90.3675564,17z/data=!3m1!4b1!4m6!3m5!1s0x3755340dd4e11c4d:0x849af33469e46f96!8m2!3d22.6967851!4d90.3675564!16s%2Fg%2F11bw46bj90?authuser=0&hl=en&entry=ttu",22.6967851,90.3675564,https://lh5.googleusercontent.com/p/AF1QipNsIXz4wnz_wnhBGJKXEY5P2iJHuaW840idmXBa=w408-h306-k-no,3.7,216
Food King,"Major M A Jalil Rd, Barishal",Restaurant,01997-596499,https://www.foodpanda.com.bd/restaurant/t9oh/food-king-barisal?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Food+King/@22.701483,90.362208,17z/data=!3m1!4b1!4m6!3m5!1s0x37553417354f1117:0x45e25a60d50613fa!8m2!3d22.701483!4d90.362208!16s%2Fg%2F11g8nz7mfy?authuser=0&hl=en&entry=ttu",22.701483,90.362208,https://lh5.googleusercontent.com/p/AF1QipM1kmbxzS5CDEQEhIsj-2gmHR_W0SRMr1kIxLh3=w408-h576-k-no,3.9,"1,074"
Muslim Sweet and Restaurant,"P923+GCR, Bhanga-Barisal Hwy, Barishal",Family restaurant,01754-154225,https://www.foodpanda.com.bd/restaurant/xi09/muslim-sweet-and-restaurant?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Muslim+Sweet+and+Restaurant/@22.7013633,90.3535245,17z/data=!3m1!4b1!4m6!3m5!1s0x3755353231752ead:0xdad9c20a29ad93da!8m2!3d22.7013633!4d90.3535245!16s%2Fg%2F11qpk4vd7y?authuser=0&hl=en&entry=ttu",22.7013633,90.3535245,https://lh5.googleusercontent.com/p/AF1QipOAUKe2tatC9ncyXuS4bJu6s7TBCN5ky2e21UkJ=w408-h303-k-no,3.9,101
Handi Korai,"Sadar Rd, Barishal 8200",Restaurant,01796-333222,tel:01796333222,"https://www.google.com/maps/place/Handi+Korai/@22.7006763,90.3697653,17z/data=!3m1!4b1!4m6!3m5!1s0x3755340f32407caf:0xee596448e1182cba!8m2!3d22.7006763!4d90.3697653!16s%2Fg%2F11c7swtff5?authuser=0&hl=en&entry=ttu",22.7006763,90.3697653,https://lh5.googleusercontent.com/p/AF1QipMSRMpmDAuTMrUUwXQyFO96AdN3n8sE8gtHNW8h=w408-h306-k-no,3.8,750
Hungry Bird,"P926+F5G, Major M A Jalil Rd, Barishal",Restaurant,01312-250257,https://www.foodpanda.com.bd/restaurant/t4fr/hungry-birds?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Hungry+Bird/@22.7011819,90.3604477,17z/data=!3m1!4b1!4m6!3m5!1s0x3755356ca1c526e5:0x41dee51c540af767!8m2!3d22.7011819!4d90.3604477!16s%2Fg%2F11pk9vwkfh?authuser=0&hl=en&entry=ttu",22.7011819,90.3604477,https://lh5.googleusercontent.com/p/AF1QipPJF8BkOec_BBT0TQ5BZTEVyM7o3uCIi2jDG23J=w408-h378-k-no,4.3,72
Nazem's,"P938+WH4, Bogra Rd, Barishal",Restaurant,01712-831931,tel:01712831931,"https://www.google.com/maps/place/Nazem's/@22.7047594,90.3664404,17z/data=!3m1!4b1!4m6!3m5!1s0x375534053e5dea73:0x13f9c03ddf1b1976!8m2!3d22.7047594!4d90.3664404!16s%2Fg%2F11hbv8my3l?authuser=0&hl=en&entry=ttu",22.7047594,90.3664404,https://lh5.googleusercontent.com/p/AF1QipNo76r1Jvnti4o8TzTBo1P-icRmRyhPkRBTuaJ2=w426-h240-k-no,4.1,972
The mughal's kacchi & kabab,"Police Line Rd, Barishal",Restaurant,01912-048764,https://the-mughals-kacchi-kabab.business.site/?utm_source=gmb&utm_medium=referral,"https://www.google.com/maps/place/The+mughal's+kacchi+%26+kabab/@22.6972446,90.3687896,17z/data=!3m1!4b1!4m6!3m5!1s0x37553543555f5bf5:0x2df142fe0c604443!8m2!3d22.6972446!4d90.3687896!16s%2Fg%2F11kx9pm8_m?authuser=0&hl=en&entry=ttu",22.6972446,90.3687896,https://lh5.googleusercontent.com/p/AF1QipOBKw5J9_Wg6TjWbd0uDpSWbXGOQp2Pqm_Lerk=w533-h240-k-no,4.2,52
HumaHum Restaurant,"Bus Stand, Barishal 8207",Restaurant,01712-165444,http://humahum.com/,"https://www.google.com/maps/place/HumaHum+Restaurant/@22.6785873,90.3464839,17z/data=!3m1!4b1!4m6!3m5!1s0x3755352dc38b71c3:0x81e4c64060900cab!8m2!3d22.6785873!4d90.3464839!16s%2Fg%2F11rhxkp9f6?authuser=0&hl=en&entry=ttu",22.6785873,90.3464839,https://lh5.googleusercontent.com/p/AF1QipN5yUUd-GvlOiwqymTUXpIAvZkYg0G2J_VWE2Au=w408-h307-k-no,4.0,503
Cafe Star,"P928+R36, Gora Chand Das Rd, Barishal 8200",Restaurant,01716-129868,https://www.foodpanda.com.bd/restaurant/t7hg/cafe-star?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Cafe+Star/@22.7020375,90.3649532,17z/data=!3m1!4b1!4m6!3m5!1s0x3755341735c85bd1:0x84c3c48d29be31d3!8m2!3d22.7020375!4d90.3649532!16s%2Fg%2F11c0p_yv5_?authuser=0&hl=en&entry=ttu",22.7020375,90.3649532,https://lh5.googleusercontent.com/p/AF1QipNCR_TlkWydh1_260egC7qHXgfqlb1SPHaOmezG=w427-h240-k-no,3.9,"1,225"
5S Garden Restora,"Sadar Rd, Barishal 8200",Restaurant,01322-819950,tel:01322819950,"https://www.google.com/maps/place/5S+Garden+Restora/@22.7012164,90.3699845,17z/data=!3m1!4b1!4m6!3m5!1s0x3755357539b38287:0x5b8201c2596a9715!8m2!3d22.7012164!4d90.3699845!16s%2Fg%2F11t2xgx5m0?authuser=0&hl=en&entry=ttu",22.7012164,90.3699845,https://lh5.googleusercontent.com/p/AF1QipNZqshBmumjaiChUgjlpfqc0YkGjbYYfR3G7613=w408-h306-k-no,4.1,67
বার্গার হাউস,"BM College Rd, Barishal",Fast food restaurant,01725-697541,tel:01725697541,"https://www.google.com/maps/place/%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%97%E0%A6%BE%E0%A6%B0+%E0%A6%B9%E0%A6%BE%E0%A6%89%E0%A6%B8/@22.7129987,90.3531096,17z/data=!3m1!4b1!4m6!3m5!1s0x37553420f20e8e99:0x3eb5bd7da4e639e8!8m2!3d22.7129987!4d90.3531096!16s%2Fg%2F11bytf3hr3?authuser=0&hl=en&entry=ttu",22.7129987,90.3531096,https://lh5.googleusercontent.com/p/AF1QipPnLJcsK9Dmr4UzV9IlE7OFGwyq3UaQa39ksy_O=w426-h240-k-no,3.7,202
Lobster Restaurant & Convention Hall,"DN Tower, Barishal 8207",Restaurant,01711-706079,https://www.foodpanda.com.bd/restaurant/uzun/lobster-restaurant-and-convention-hall?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Lobster+Restaurant+%26+Convention+Hall/@22.6804277,90.3493288,17z/data=!3m1!4b1!4m6!3m5!1s0x37553595bd89dba5:0xdc8ed9b4c2f26cc8!8m2!3d22.6804277!4d90.3493288!16s%2Fg%2F11sc1qmcxj?authuser=0&hl=en&entry=ttu",22.6804277,90.3493288,https://lh5.googleusercontent.com/p/AF1QipNVMadGtR0C3EYHOemzqv4PzGSeVBm_66l7bchw=w408-h306-k-no,4.0,47
Hotel Ghorowa & Restaurant,"P93F+QGG, Chowk Bazar Rd, Barishal 8200",Restaurant,01728-328925,tel:01728328925,"https://www.google.com/maps/place/Hotel+Ghorowa+%26+Restaurant/@22.7044277,90.3738384,17z/data=!3m1!4b1!4m6!3m5!1s0x375534079552ea13:0x79bfc797e70c575!8m2!3d22.7044277!4d90.3738384!16s%2Fg%2F11c2pc0tmz?authuser=0&hl=en&entry=ttu",22.7044277,90.3738384,https://lh5.googleusercontent.com/p/AF1QipPL26ySbrD_iAbIgMH-lO-SxauE9AZC3Peo2QQz=w408-h544-k-no,4.0,629
Big Chef,"Major M A Jalil Rd, Barishal",Restaurant,01748-419187,tel:01748419187,"https://www.google.com/maps/place/Big+Chef/@22.7014121,90.3603263,17z/data=!3m1!4b1!4m6!3m5!1s0x375535b42d3df661:0x42669ceefa14620b!8m2!3d22.7014121!4d90.3603263!16s%2Fg%2F11k6fvz38_?authuser=0&hl=en&entry=ttu",22.7014121,90.3603263,https://lh5.googleusercontent.com/p/AF1QipP52EWpmVi8B_KxtYIFskQPJV1mzhAuo5MKYRT0=w408-h306-k-no,4.0,248
Barishal Gate The Restaurant,"210, arafat house, Kali Bari Rd, Barishal",Restaurant,01777-921222,tel:01777921222,"https://www.google.com/maps/place/Barishal+Gate+The+Restaurant/@22.7077087,90.3665606,17z/data=!3m1!4b1!4m6!3m5!1s0x375535fb26664515:0xcc36ad1fcae75224!8m2!3d22.7077087!4d90.3665606!16s%2Fg%2F11fm49z2tk?authuser=0&hl=en&entry=ttu",22.7077087,90.3665606,https://lh5.googleusercontent.com/p/AF1QipNg5kxw19LFqf8APFDGeYmY_zQr6ZsogbNsvtRp=w408-h306-k-no,3.6,85
মাটির সাঁজ,"Taltoli Bridge, SIDE OF, Barishal 8200",Restaurant,01608-208080,https://restaurant-101862.business.site/?utm_source=gmb&utm_medium=referral,"https://www.google.com/maps/place/%E0%A6%AE%E0%A6%BE%E0%A6%9F%E0%A6%BF%E0%A6%B0+%E0%A6%B8%E0%A6%BE%E0%A6%81%E0%A6%9C/@22.7427251,90.3773869,17z/data=!3m1!4b1!4m6!3m5!1s0x375531419fd9f9f5:0x51a583c2246eb540!8m2!3d22.7427251!4d90.3773869!16s%2Fg%2F11nmnrtfxc?authuser=0&hl=en&entry=ttu",22.7427251,90.3773869,https://lh5.googleusercontent.com/p/AF1QipPX7yQigU6w8dTCN3rnTKZqgHZSZ-UXR_tCpxj7=w546-h240-k-no,4.0,364
Arabella Barishal,"Mitali Bhaban, 121 Nobogram Rd, Barishal 8200",Barbecue restaurant,01716-424777,tel:01716424777,"https://www.google.com/maps/place/Arabella+Barishal/@22.7011084,90.3528081,17z/data=!3m1!4b1!4m6!3m5!1s0x3755359e405fb3cf:0xe3bae364b891a0c6!8m2!3d22.7011084!4d90.3528081!16s%2Fg%2F11s0g5sq30?authuser=0&hl=en&entry=ttu",22.7011084,90.3528081,https://lh5.googleusercontent.com/p/AF1QipOsQJ19v87zcW23jqYoUyAaref6qLfic9O8kSry=w408-h306-k-no,4.2,252
Food Club Barisal,"Bogra Rd, Barishal",Fast food restaurant,01726-121313,https://www.foodpanda.com.bd/restaurant/t4xq/food-club-t4xq?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Food+Club+Barisal/@22.7038392,90.3677081,17z/data=!3m1!4b1!4m6!3m5!1s0x3755340577c809e5:0x90b2734c45f24a15!8m2!3d22.7038392!4d90.3677081!16s%2Fg%2F11c20w46t6?authuser=0&hl=en&entry=ttu",22.7038392,90.3677081,https://lh5.googleusercontent.com/p/AF1QipOVU_OPJty-RHh-kDNgg5xIQ9Hbyt9TVeIAmsig=w408-h306-k-no,3.8,185
খাবার বাড়ি রেস্তোরাঁ অ্যান্ড সুইটমিট (Khabar Bari Restaurant and Sweetmeats),"M8HW+GPJ, Barishal",Restaurant,01302-893379,tel:01302893379,"https://www.google.com/maps/place/%E0%A6%96%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%B0+%E0%A6%AC%E0%A6%BE%E0%A6%A1%E0%A6%BC%E0%A6%BF+%E0%A6%B0%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%8B%E0%A6%B0%E0%A6%BE%E0%A6%81+%E0%A6%85%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1+%E0%A6%B8%E0%A7%81%E0%A6%87%E0%A6%9F%E0%A6%AE%E0%A6%BF%E0%A6%9F+(Khabar+Bari+Restaurant+and+Sweetmeats)/@22.6788396,90.3467811,17z/data=!3m1!4b1!4m6!3m5!1s0x37553570503f96b3:0xe467b8845047d064!8m2!3d22.6788396!4d90.3467811!16s%2Fg%2F11h6lr8cy2?authuser=0&hl=en&entry=ttu",22.6788396,90.3467811,https://lh5.googleusercontent.com/p/AF1QipM3RsN-Xuwq3w18sslMWb3Bm4bZ7VvNLO95V0Hu=w408-h306-k-no,3.9,629
Changpai Chinese Restaurant,"P923+GGQ, Major M A Jalil Rd, Barishal",Restaurant,01319-820814,https://www.foodpanda.com.bd/restaurant/t6qr/changpei-chinese-restaurant?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Changpai+Chinese+Restaurant/@22.7013293,90.3538581,17z/data=!3m1!4b1!4m6!3m5!1s0x3755343d1e457e53:0x5ef7de49c2a5bc06!8m2!3d22.7013293!4d90.3538581!16s%2Fg%2F11bwfl7q1t?authuser=0&hl=en&entry=ttu",22.7013293,90.3538581,https://lh5.googleusercontent.com/p/AF1QipPaa51uncuXUO2yZKSTcx31-AXVUrtik2AM9WkG=w426-h240-k-no,3.7,93
Spice & More,"Bogra Rd, Barishal",Restaurant,01788-092271,https://www.foodpanda.com.bd/restaurant/vbe4/spice-and-more-restaurant-and-cafe?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Spice+%26+More/@22.7049524,90.3643124,17z/data=!3m1!4b1!4m6!3m5!1s0x3755358fdbf092af:0x9d027d45014cb08a!8m2!3d22.7049524!4d90.3643124!16s%2Fg%2F11sh0591n4?authuser=0&hl=en&entry=ttu",22.7049524,90.3643124,https://lh5.googleusercontent.com/p/AF1QipOkprV4EcibtvEOyt8h6qJWKbGfpb9c6ZZNi54M=w408-h544-k-no,4.2,173
Allhardan Restaurant,"P8CQ+W8H, barisal nathullabad busterminal, Barishal",Restaurant,01731-912501,tel:01731912501,"https://www.google.com/maps/place/Allhardan+Restaurant/@22.7223051,90.3383647,17z/data=!3m1!4b1!4m6!3m5!1s0x37553751709a5ca1:0x3fa6e5354faa246c!8m2!3d22.7223051!4d90.3383647!16s%2Fg%2F11fkcpt_2x?authuser=0&hl=en&entry=ttu",22.7223051,90.3383647,https://lh5.googleusercontent.com/p/AF1QipOnqedInwiVFNChasRaqQ4-ooOkA0q34fSfCSat=w408-h408-k-no, , 
Sultani Dine,"P966+M5X, BM College Rd, Barishal",Restaurant,01304-196079,tel:01304196079,"https://www.google.com/maps/place/Sultani+Dine/@22.7117254,90.3604705,17z/data=!3m1!4b1!4m6!3m5!1s0x3755351741633baf:0x90afe7c34c3a5545!8m2!3d22.7117254!4d90.3604705!16s%2Fg%2F11fsp1xm5f?authuser=0&hl=en&entry=ttu",22.7117254,90.3604705,https://lh5.googleusercontent.com/p/AF1QipOMoFScw7ugf5xVmDvbV-SKFW3bXFoAlOT1JINm=w408-h306-k-no,3.8,112
কাঁটাচামচ চাইনিজ রেস্টুরেন্ট,Barishal 8200,Chinese restaurant,01326-269599,https://www.facebook.com/katachamochchineseresturant,"https://www.google.com/maps/place/%E0%A6%95%E0%A6%BE%E0%A6%81%E0%A6%9F%E0%A6%BE%E0%A6%9A%E0%A6%BE%E0%A6%AE%E0%A6%9A+%E0%A6%9A%E0%A6%BE%E0%A6%87%E0%A6%A8%E0%A6%BF%E0%A6%9C+%E0%A6%B0%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A7%81%E0%A6%B0%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F/@22.7443801,90.388284,17z/data=!3m1!4b1!4m6!3m5!1s0x37553174a2bacbf3:0xc2f40ba2f5144182!8m2!3d22.7443801!4d90.388284!16s%2Fg%2F11k3xc05ry?authuser=0&hl=en&entry=ttu",22.7443801,90.388284,https://lh5.googleusercontent.com/p/AF1QipMUXh_tcJ2c5E8cGotKz8iRzy6e-ZMsafcWJuTc=w408-h544-k-no,4.2,166
The South Cafe,"Police Line Rd, Barishal",Restaurant,01712-526563,tel:01712526563,"https://www.google.com/maps/place/The+South+Cafe/@22.6949284,90.3653843,17z/data=!3m1!4b1!4m6!3m5!1s0x375535c7251e1667:0xb798d1c6707a9fd9!8m2!3d22.6949284!4d90.3653843!16s%2Fg%2F11jwb4nxl0?authuser=0&hl=en&entry=ttu",22.6949284,90.3653843,https://lh5.googleusercontent.com/p/AF1QipOF3slr_WuM4jnMjvc5U4J-empfGsbrw5NlILxS=w408-h306-k-no,3.1,17
Cinnamon,"SP Market, Police Line Rd, Barishal 8200",Chinese restaurant,01764-641190,https://www.facebook.com/Cinnamon.8859?mibextid=LQQJ4d,"https://www.google.com/maps/place/Cinnamon/@22.6959482,90.3668958,17z/data=!3m1!4b1!4m6!3m5!1s0x37553519bf2d1b9b:0x4ec2a8e06b3040c4!8m2!3d22.6959482!4d90.3668958!16s%2Fg%2F11sv6wgbhk?authuser=0&hl=en&entry=ttu",22.6959482,90.3668958,https://lh5.googleusercontent.com/p/AF1QipMzLkqWfBME4dlP70SDOkNalZYDeTSodlFe_Fna=w408-h306-k-no,4.1,72
Cafe Anaaya,"Police Line Rd, Barishal 8200",Restaurant,01911-159573,tel:01911159573,"https://www.google.com/maps/place/Cafe+Anaaya/@22.6954672,90.3660625,17z/data=!3m1!4b1!4m6!3m5!1s0x3755340ded5b1581:0x5ffccf1df6982954!8m2!3d22.6954672!4d90.3660625!16s%2Fg%2F11c54bj20h?authuser=0&hl=en&entry=ttu",22.6954672,90.3660625,https://lh5.googleusercontent.com/p/AF1QipMMdI9A52GsuZowHkEEIMjTHOLLsSy9s15F-gAi=w426-h240-k-no,3.7,39
কস্তুরী রেঁস্তোরা,"Natullah Badth Bus Stand, 8200 BM College Rd, Barishal",Family restaurant, , ,"https://www.google.com/maps/place/%E0%A6%95%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%81%E0%A6%B0%E0%A7%80+%E0%A6%B0%E0%A7%87%E0%A6%81%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%8B%E0%A6%B0%E0%A6%BE/@22.7140853,90.3491562,17z/data=!3m1!4b1!4m6!3m5!1s0x37553560aeb432af:0x733184946948b0be!8m2!3d22.7140853!4d90.3491562!16s%2Fg%2F11pplj5bh7?authuser=0&hl=en&entry=ttu",22.7140853,90.3491562,https://lh5.googleusercontent.com/p/AF1QipNWOtCJbXWrRHDpSEnaXQLea5uW1QHb1Z9-pwuJ=w408-h307-k-no,4.2,6
মেজবান হোটেল এন্ড রেস্তোরাঁ,Barishal,Restaurant,01772-291443,tel:01772291443,"https://www.google.com/maps/place/%E0%A6%AE%E0%A7%87%E0%A6%9C%E0%A6%AC%E0%A6%BE%E0%A6%A8+%E0%A6%B9%E0%A7%8B%E0%A6%9F%E0%A7%87%E0%A6%B2+%E0%A6%8F%E0%A6%A8%E0%A7%8D%E0%A6%A1+%E0%A6%B0%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%8B%E0%A6%B0%E0%A6%BE%E0%A6%81/@22.7142167,90.3494635,17z/data=!3m1!4b1!4m6!3m5!1s0x375535774f4e1f45:0x20cd06250555ef98!8m2!3d22.7142167!4d90.3494635!16s%2Fg%2F11r0r11cbp?authuser=0&hl=en&entry=ttu",22.7142167,90.3494635,https://lh5.googleusercontent.com/p/AF1QipOnJBJkm1sGiC9lc_wAIHUkkS81ZGQKqc81dbOX=w408-h544-k-no,4.0,25
Lunch box,"Bhanga-Barisal Hwy, Barishal",Restaurant,01976-162637,tel:01976162637,"https://www.google.com/maps/place/Lunch+box/@22.695182,90.3540634,17z/data=!3m1!4b1!4m6!3m5!1s0x3755358e93c452d5:0x50f47cfb4629d6bc!8m2!3d22.695182!4d90.3540634!16s%2Fg%2F11r17tkctj?authuser=0&hl=en&entry=ttu",22.695182,90.3540634,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZF0CNvSUrXOBMk0UqpjFhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.837&pitch=0&thumbfov=100,4.0,1
Allah'r Dan Bombai Shingara Point,"P923+G8R, Bhanga-Barisal Hwy, Barishal",Restaurant,01889-539729,https://www.foodpanda.com.bd/restaurant/jyel/allahr-dan-bombai-shingara-point-barisal?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Allah'r+Dan+Bombai+Shingara+Point/@22.7013668,90.35328,17z/data=!3m1!4b1!4m6!3m5!1s0x375535fbf52cc045:0x6f76db3aafcfd2b3!8m2!3d22.7013668!4d90.35328!16s%2Fg%2F11my8vwdpr?authuser=0&hl=en&entry=ttu",22.7013668,90.35328,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=biW9s2T_3CPXhKaOnb4tWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.57504&pitch=0&thumbfov=100,5.0,1
